epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53,epoch_54,epoch_55,epoch_56,epoch_57,epoch_58,epoch_59,epoch_60,epoch_61,epoch_62,epoch_63,epoch_64,epoch_65,epoch_66,epoch_67,epoch_68,epoch_69,epoch_70,epoch_71,epoch_72,epoch_73,epoch_74,epoch_75,epoch_76,epoch_77,epoch_78,epoch_79,epoch_80,epoch_81,epoch_82,epoch_83,epoch_84,epoch_85,epoch_86,epoch_87,epoch_88,epoch_89,epoch_90,epoch_91,epoch_92,epoch_93,epoch_94,epoch_95,epoch_96,epoch_97,epoch_98,epoch_99
10.048,10.048,12.902,27.332,27.895,31.04,38.98,40.742,37.458,37.995,39.952,44.822,43.515,45.278,42.863,45.545,45.302,46.422,46.582,46.622,47.07,45.495,46.493,49.095,45.1,48.455,49.802,48.25,48.855,49.895,50.85,47.05,49.922,52.492,56.748,52.738,58.692,51.447,54.205,52.048,55.755,49.293,51.968,54.63,55.092,54.075,53.138,49.028,56.602,53.073,54.51,51.238,54.495,55.268,56.772,56.795,56.56,54.018,54.192,52.525,55.158,56.782,54.815,57.215,57.98,58.625,56.002,55.115,56.663,55.408,56.378,60.062,57.823,56.603,59.82,61.26,60.782,57.332,58.785,61.8,59.218,58.348,54.91,56.022,59.05,60.022,59.863,59.608,59.9,62.37,59.53,59.89,59.105,62.405,59.565,61.9,61.972,62.172,61.035,61.28
